cites_count.currentYear,cites_count.L5Y.mean,cites_count.L5Y.median,cites_count.L5Y.std,cites_count.speed.mean,cites_count.speed.median,cites_count.speed.std,cites_count.acc.mean,cites_count.acc.median,cites_count.acc.std,cites_publication.currentYear,publications.currentYear,publications.L5Y.mean,publications.L5Y.median,publications.L5Y.std,publications.speed.mean,publications.speed.median,publications.speed.std,publications.acc.mean,publications.acc.median,publications.acc.std,authors_total.currentYear,authors_total.L5Y.mean,authors_total.L5Y.median,authors_total.L5Y.std,authors_total.speed.mean,authors_total.speed.median,authors_total.speed.std,authors_total.acc.mean,authors_total.acc.median,authors_total.acc.std,countries_count.currentYear,countries_count.L5Y.mean,countries_count.L5Y.median,countries_count.L5Y.std,countries_count.speed.mean,countries_count.speed.median,countries_count.speed.std,countries_count.acc.mean,countries_count.acc.median,countries_count.acc.std,countries_total.currentYear,countries_total.L5Y.mean,countries_total.L5Y.median,countries_total.L5Y.std,countries_total.speed.mean,countries_total.speed.median,countries_total.speed.std,countries_total.acc.mean,countries_total.acc.median,countries_total.acc.std,articles_count.currentYear,articles_count.L5Y.mean,articles_count.L5Y.median,articles_count.L5Y.std,articles_count.speed.mean,articles_count.speed.median,articles_count.speed.std,articles_count.acc.mean,articles_count.acc.median,articles_count.acc.std,conf_count.currentYear,conf_count.L5Y.mean,conf_count.L5Y.median,conf_count.L5Y.std,conf_count.speed.mean,conf_count.speed.median,conf_count.speed.std,conf_count.acc.mean,conf_count.acc.median,conf_count.acc.std,field_count.currentYear,field_count.L5Y.mean,field_count.L5Y.median,field_count.L5Y.std,field_count.speed.mean,field_count.speed.median,field_count.speed.std,field_count.acc.mean,field_count.acc.median,field_count.acc.std,field_total.currentYear,field_total.L5Y.mean,field_total.L5Y.median,field_total.L5Y.std,field_total.speed.mean,field_total.speed.median,field_total.speed.std,field_total.acc.mean,field_total.acc.median,field_total.acc.std,access_open_count.currentYear,access_open_count.L5Y.mean,access_open_count.L5Y.median,access_open_count.L5Y.std,access_open_count.speed.mean,access_open_count.speed.median,access_open_count.speed.std,access_open_count.acc.mean,access_open_count.acc.median,access_open_count.acc.std,access_closed_count.currentYear,access_closed_count.L5Y.mean,access_closed_count.L5Y.median,access_closed_count.L5Y.std,access_closed_count.speed.mean,access_closed_count.speed.median,access_closed_count.speed.std,access_closed_count.acc.mean,access_closed_count.acc.median,access_closed_count.acc.std,sponsor_total.currentYear,sponsor_total.L5Y.mean,sponsor_total.L5Y.median,sponsor_total.L5Y.std,sponsor_total.speed.mean,sponsor_total.speed.median,sponsor_total.speed.std,sponsor_total.acc.mean,sponsor_total.acc.median,sponsor_total.acc.std,class
4356,146051.8333,146773.5,112662.5183,57485.6,59790,12779.44845,13321,10942,9415.930579,0.843369,5165,8525.333333,9125,1649.441562,965.6,216,1788.656004,1068.5,142,1946.838206,4140,6575.833333,6666,1305.811689,1382.8,1048,1327.370973,1106.75,903.5,1074.424924,123,120.5,121.5,6.090977,8,7,5.385165,3.5,2,3.696846,14822,23422.33333,24800,4259.269499,2967,1129,4488.306418,3080,952.5,4563.249792,3889,5686.5,6036,886.873779,557.6,172,975.271142,599,114.5,1019.519168,688,1911.5,2071.5,612.959297,357.6,67,571.702982,438,189.5,603.685901,28,27.833333,28,0.408248,0.4,0,0.547723,0.5,0.5,0.57735,9985,15718.66667,16749,2843.044471,1939.2,689,3165.19347,1948.5,388,3304.210798,1403,2459.666667,2650,567.709315,451.6,238,401.343743,305,141,411.327931,4040,5641.5,5887,827.765607,724,377,837.440446,513,85.5,866.127396,2576,2856.666667,2650,613.017999,598.4,419,523.559739,340.75,361,205.107086,0
8402,214927.6667,221991,157728.8963,79021.4,91531,24903.09306,24221.5,22230,22552.65797,0.904316,9291,12958.66667,13564.5,1891.641263,1380.4,588,2137.275555,1638.5,706.5,2158.032206,2853,5193,5504.5,1402.011983,1619.4,1638,974.208037,1251.25,1079.5,624.896458,153,155.5,156.5,7.816649,7,5,5.147815,5.25,5,4.031129,21210,29290.83333,31048.5,4748.314287,4252.2,2294,5014.877336,4099.5,2136,4344.706933,6904,8912.666667,9299,1051.367237,882.2,363,1155.806082,814.25,315,1178.563073,807,1517.166667,1637,352.111015,228.2,69,330.496142,224,61.5,348.525465,28,28,28,0,0,0,0,0,0,0,15236,21128.83333,22038,3037.274003,2224,953,3459.18343,2543.5,1015,3504.161764,2019,3083.166667,3385.5,637.866261,527.8,227,546.048716,486,349,554.503983,5545,6834.666667,6940,700.444335,627.4,369,847.242763,523.25,178.5,722.879139,2633,2329.5,2326,358.472175,315.2,218,228.509737,387.75,393,63.173702,0
16924,436886.5,437654.5,333273.8193,172740.8,177171,31510.00076,29073.5,13425.5,35885.53678,0.826811,20469,28320.16667,29425,3976.122303,2598.2,1011,4474.308852,3055,846,4972.53604,2935,5260.333333,5510,1324.490795,1472.8,1208,1013.669917,1214.5,1207,570.308396,180,177.833333,180,5.231316,3.2,2,2.949576,1.75,1.5,1.707825,46047,60157.83333,61963.5,8394.906442,7079.4,4167,8671.686041,6035.5,1465,9915.453982,15180,19923.66667,20612,2403.753953,1624,413,2738.498768,1747.25,365.5,2958.961121,2276,2994,3069,418.477717,333,135,407.283071,392.75,314,374.883426,28,28,28,0,0,0,0,0,0,0,31512,43534.16667,45179.5,6098.90362,4097.4,1317,6945.652547,4549.5,1001.5,7529.487388,1258,1927.5,2057.5,380.210863,303,255,337.387018,274.5,145,359.897671,2971,3739.5,3827.5,419.233944,400.2,252,465.858562,345,202.5,424.143844,1667,1697.833333,1650.5,441.136449,432.8,382,324.260235,294.75,255.5,177.110841,0
2576,70962.66667,76938,52005.0088,27542.4,34041,11873.94249,17277.5,19334,11956.97937,1.000388,2575,4214.5,4509.5,820.70817,593.2,212,939.036315,619.5,239.5,903.595964,3882,5285.5,4927,1386.91092,1348.8,1072,1279.229534,938.5,550.5,1065.032863,95,107,104.5,9.81835,9.2,5,9.80816,8.25,4,8.5,9779,14606.16667,15023,2916.751989,2681.4,1740,3286.068974,3358.5,2692,2134.477219,1981,3045.5,3224.5,529.055668,338,111,608.282418,401.25,109.5,595.264297,336,820.333333,905,250.078921,227.2,127,263.453411,209,110,236.096026,26,26,26,0.894427,1,1,0.707107,0.75,0.5,0.957427,4692,7882,8457,1625.741923,1304.2,706,1844.858043,1355,686.5,1679.992262,707,1571.833333,1702,459.578249,324,304,283.970949,236.25,225.5,167.881655,2107,2672,2627.5,422.764237,526,483,452.828886,362.25,429,259.194104,2560,2681.166667,2702.5,736.471973,567.2,579,450.762909,680,663.5,256.365624,0
7236,186603.1667,187451,142215.8587,72015.4,75465,18042.02135,20932.75,19837.5,5236.726482,0.781679,9257,13076.16667,13727,2027.456872,1556.8,556,2238.247909,1593.75,491.5,2403.525934,3055,5596.666667,5870,1388.789065,1409.2,1231,1093.224451,1253,981.5,794.890768,168,174,174,7.293833,6.6,5,5.22494,5.5,4.5,4.795832,27347,37776.83333,39915.5,6081.601809,5208,3025,6471.098632,5149.75,2675.5,6015.499058,7018,9169,9581.5,1174.119244,959.6,395,1295.888421,919.5,364.5,1295.711516,933,1193.833333,1217.5,162.877152,143.2,60,169.087847,129.5,60.5,172.69337,28,28,28,0,0,0,0,0,0,0,15533,21571.33333,22567.5,3207.008055,2538.2,1088,3619.974682,2344.75,627,3706.40566,4540,5373.333333,5461,745.527911,660.2,538,615.958359,729.5,535,601.970376,5566,7492.166667,7780.5,978.011333,708.2,211,1159.899866,736.25,227.5,1087.252002,4051,4033.833333,4044,624.967013,491.4,531,208.907396,253,239.5,212.914693,0
5975,153933.6667,163988,111030.3535,56010,49095,18495.28779,19403,16496.5,13815.78954,0.79656,7501,10829.66667,11400,1704.322114,1210,396,1934.076653,1324.5,410,1959.721834,3104,5391.833333,5774,1317.888678,1421,1365,954.945548,1101.75,699.5,816.21091,163,161.666667,164,10.385888,8,7,3.464102,4,3,2.708013,22472,31760.33333,33152.5,5173.411048,4656,2259,5278.495903,4097.5,1849.5,5203.859113,5914,7843.5,8123,1018.052405,836.2,425,1125.77671,845.5,349,1041.519883,608,910,951,166.001205,107.6,86,106.903227,99.25,103,78.1297,28,28,28,0,0,0,0,0,0,0,13268,18726.16667,19656,2840.193755,2138,998,3255.402126,2325.5,1024.5,3076.827858,3143,4286.5,4504,701.508589,578.2,368,690.202289,560.75,174,782.867965,4695,6220.166667,6475.5,766.110023,590.4,216,870.754443,567.25,226.5,809.337332,3468,3728.5,3590,849.436225,843,581,690.587069,555.25,412.5,367.102506,0
3757,98760.33333,97875,73655.46373,37455.2,39354,9089.378785,8663.5,6855.5,8793.976139,0.748108,5022,7402.166667,7739.5,1188.034245,774.6,245,1388.225954,827,151.5,1430.54838,3961,5201.166667,4930.5,1318.560642,1265.4,943,1134.729615,1023.25,778,863.273759,147,138,140.5,12.790622,11,13,4.1833,4.75,4.5,3.86221,16109,21694.33333,21873.5,3597.138789,3426.2,1781,3966.853879,2643,1068,3462.965877,4025,5337.333333,5500,671.155024,477.2,195,762.066073,508.75,133.5,828.834674,452,1318.833333,1452,431.986304,276.2,78,420.002619,312.25,132,422.789447,28,28,28,0,0,0,0,0,0,0,9489,13396,13931.5,1990.808278,1450.4,349,2358.162802,1419.75,318,2299.732503,1706,2135.5,2185.5,304.622225,279.4,203,287.028396,214.25,86,308.01231,3666,5184.333333,5468,756.506092,544.2,196,801.42261,484,75,867.191252,1709,1798.333333,1646.5,474.37819,508.6,495,280.30751,187.25,189.5,124.898292,0
6384,151536.8333,160474,108559.7603,54492.4,53117,17251.14913,16113.75,20423,10882.48377,0.790001,8081,11127.5,11569.5,1562.093947,1090.4,425,1705.537833,1313.25,493.5,1811.415906,4045,5757.333333,5587.5,1298.181292,1330.4,955,1352.639937,1001.75,576.5,1058.989573,160,167.833333,167,9.196014,8,3,7.071068,10,12.5,7.071068,25957,34216.83333,34502,5459.515488,4797.4,2905,5449.304616,4312.5,1679.5,5965.898116,5936,7563.666667,7852.5,872.735622,670.8,260,950.357407,723.5,263.5,1020.792666,816,1269.5,1356.5,231.885101,130.2,59,170.848471,121.5,75,127.356455,28,28,28,0,0,0,0,0,0,0,13374,18193.5,18883,2522.17539,1856.2,1042,2824.166284,2353.25,937,2865.301773,3190,4116,4194,661.360114,585.4,452,572.304377,523,251,663.124423,4399,5810.833333,6111.5,696.580338,437.6,189,743.557866,544.75,195,811.402644,2886,3056.333333,2873.5,748.103647,706.2,582,503.214865,317,274.5,174.758882,0
4754,122025.6667,126142,90129.73105,45421.2,42328,13408.23938,15607.5,13947,5024.488399,0.850904,5587,8296.166667,8843.5,1340.64528,843.6,267,1394.570292,964,285.5,1540.104542,5351,7634.5,7741,1708.793463,1941,1242,1664.977177,1260.25,1102,1144.710262,118,122.5,122.5,3.72827,3.4,3,1.67332,2.5,2,1,16829,24497,25669.5,4346.935518,4132.8,2481,4167.498194,3027.5,1105.5,4419.377822,4377,5963.833333,6262,796.239767,581.8,296,900.185647,616.25,266,816.670629,399,868.5,964.5,259.51551,145.6,91,125.534059,90,86.5,62.026876,28,28,28,0,0,0,0,0,0,0,9459,13695.5,14547,2108.220743,1439.2,331,2276.048264,1543.75,412,2411.241364,958,1665.333333,1759.5,363.638099,260.4,140,265.520809,180.5,64,277.351161,2652,3348.5,3460.5,372.34057,391,296,355.064783,307.75,145.5,409.232106,1567,1687,1573.5,533.572113,535.4,448,339.743727,264,297.5,128.828051,0
251,4485.333333,4780.5,3375.160243,1773,1947,1001.245474,1555.25,1521.5,876.697734,0.532909,471,675.5,689,108.682565,86.2,54,86.123168,89.25,79,73.69023,323,442.166667,431.5,83.910468,72,67,40.589407,47.5,50.5,28.077274,62,65.833333,67,4.070217,4,3,3.872983,4,4,2.94392,950,1328.833333,1400,204.871098,154.2,116,187.659799,147.25,81,190.562982,370,453,466.5,47.652912,40.2,30,32.190061,29,17.5,26.870058,47,65.333333,63.5,15.857701,20.4,21,10.667708,10.25,12.5,7.320064,28,28,28,0,0,0,0,0,0,0,829,1163.833333,1183.5,180.280245,149.8,126,138.25773,160.25,133.5,111.535869,4479,5602.5,5598.5,859.828064,816.6,536,797.481849,601,191,855.224337,6288,7743,8054.5,774.750024,614,273,859.658072,641.5,274.5,807.385286,4166,3974.166667,4069.5,640.919158,494.8,519,140.801989,174,175.5,16.872068,0
4696,102224.6667,106771.5,73425.66252,38103.6,33536,7449.422414,8122.25,6954,6833.091217,0.703415,6676,9029,9316,1212.451071,906.4,396,1412.297171,932.25,263.5,1396.882571,1294,1699.5,1740.5,213.285489,162.8,58,246.616504,151.75,24.5,262.276413,147,148.333333,146.5,16.439789,15.2,16,9.679876,15.25,15,8.421203,16148,19834.33333,19801.5,2656.573783,2443.6,1211,2643.809808,2167.5,1349,2527.968552,5197,6407.833333,6555,625.387373,460.8,159,724.947722,522,191,724.750532,490,1163.5,1269.5,335.803961,258.8,116,334.674767,212.5,53.5,352.098944,28,28,28,0,0,0,0,0,0,0,12267,16112.16667,16491,2028.43106,1607.8,721,2405.743482,1601.25,575.5,2227.439842,1519,1893.333333,1888,303.831971,288.8,192,211.708998,222.75,172,211.105621,4811,6274,6470.5,746.698065,670.6,348,808.762202,531.75,237,710.003932,3145,2534,2683,655.555642,288.2,185,314.468917,343,298.5,312.231751,0
4078,84389.83333,92210.5,57732.87023,29801.4,29844,8616.247606,7935,6757.5,6620.43206,0.795863,5124,6987.166667,7198.5,1052.888867,857.4,529,1017.282065,757,280,1122.718724,1046,1640.166667,1746,299.536586,179.8,67,243.903054,167.75,116,162.840157,137,123.833333,129.5,17.034279,9.2,9,7.886698,7.5,8,5.196152,11007,13926.66667,13953,2228.604825,2069.8,1337,2031.480667,1408.75,339.5,2378.888869,3830,4581.333333,4649.5,469.619704,395.4,279,471.339899,426.5,201.5,527.675721,702,1620,1758.5,470.278641,354.2,176,429.880448,375,230,373.312202,28,27.5,27.5,0.547723,0.4,0,0.547723,0.75,1,0.5,10270,13505.83333,13698.5,2026.232111,1798.2,985,1832.593026,1683.5,1043,1884.944119,951,1058.833333,1046,189.946747,159.4,151,109.051823,129,100,128.405607,4523,5910.333333,6063,765.377728,590,297,784.737217,650.75,283,808.744861,2606,2204.5,2271.5,905.781155,641,760,318.3363,219.5,131.5,241.63678,0
2549,63258.83333,62508.5,46787.05293,23239.6,25367,9361.287801,9450,5217,10369.58511,0.947584,2690,4243.666667,4534.5,781.491054,573.6,264,885.672231,570.75,197,880.220569,3956,5469.333333,5256.5,1254.154323,1311.2,969,1279.382742,989.75,663.5,875.525128,101,112,114.5,12.377399,11.4,5,9.555103,8.75,7,10.078856,8939,13049,13303.5,2628.781391,2453.6,2131,3023.488515,2869.5,2130,1720.319835,2140,3001.333333,3116,447.506723,349.2,72,547.291239,339.25,160,473.213394,234,587.166667,646.5,174.357583,104.2,26,170.674251,107.5,23,183.988224,27,27.5,27.5,0.547723,0.6,1,0.547723,0.75,1,0.5,4767,7245.166667,7661.5,1256.820976,928.2,318,1500.544135,953.75,460,1319.591193,670,1266,1403,327.553354,260,138,281.921975,226.5,116,299.178319,2133,2817.666667,2915.5,374.497352,372.2,220,429.865909,306.75,205,301.099513,1477,1522.333333,1466,492.499611,471,378,422.038505,359.75,300,272.897264,0
4159,114150.6667,112552,87025.3999,44188.8,46069,10458.58565,11481,11162,5659.950765,0.742148,5604,8390.5,8941,1367.647286,796,157,1437.421128,881,106,1554.002789,4014,5202.5,4841,1424.181976,1381,1218,1210.964905,1124.25,887.5,744.255501,130,141.166667,139,14.062954,11.2,9,11.519549,16,15.5,7.874008,14615,19241.5,19502,2875.548835,2601.6,1879,3260.108173,2934.25,1922.5,2276.508639,4332,5920.833333,6201.5,783.454253,515,159,808.81271,501.5,101,867.113795,453,732.833333,777,142.485672,100.8,41,129.374263,105.25,55,133.427571,28,28,28,0,0,0,0,0,0,0,9386,13619.16667,14397,2086.413422,1381.8,554,2243.609191,1332.25,255,2263.118258,1130,1775.5,1940.5,335.463113,229.8,63,348.972349,263,113.5,377.049068,3073,3925.833333,4030,450.123279,419,279,514.374863,394.75,248,386.65607,1708,1618.666667,1524.5,425.424807,354,425,291.197527,151.25,114,165.463742,0
4887,120767.8333,121663.5,90489.98012,45106.2,53970,14866.48488,13613,10716,15212.48496,0.772282,6328,8567.666667,8893.5,1118.757287,721.2,195,1281.533339,775.25,113,1387.827649,3114,5429.666667,5633.5,1326.795488,1501.2,1269,986.087065,1183,1092.5,589.332391,142,154.833333,156.5,12.480652,12,11,5.196152,4,1.5,6.055301,15398,21086,22071,3235.454651,2841.8,1719,3141.63997,2530.5,1268.5,3397.618431,4819,6134.5,6327.5,659.033459,462.8,132,771.503208,494,171.5,706.962988,625,845.5,851,137.934405,122.4,120,91.256781,105,103,30.033315,28,28,28,0,0,0,0,0,0,0,9909,13370.66667,13923.5,1725.226091,1070.8,244,1949.565387,1236,198.5,2134.530549,1139,1810.333333,1902.5,368.696985,290,233,265.20181,234.75,193,191.508703,2869,3570.5,3641,359.841493,288.6,109,429.731079,280,165,344.383507,1502,1570.5,1493.5,444.540549,440.4,402,252.181086,210.25,228,95.921409,0
5559,144651,146049.5,107166.382,54989.2,61086,10506.53676,9914.75,10048.5,10131.2133,0.725245,7665,10496.16667,10841.5,1441.908515,1020.4,318,1690.223447,990.75,142,1759.202352,4012,5441,5406,1161.723719,1692.2,1524,865.844212,815.5,901.5,220.13405,144,159.833333,161.5,9.724539,8.4,5,7.300685,8.25,7.5,5.909033,18079,24607.33333,25633,3856.220153,3359.4,1817,4185.524495,3456,2114.5,3665.715665,5754,7402.333333,7591,854.809608,655.8,247,1029.646881,689.25,281.5,903.899469,659,881.5,936,120.279258,90.2,20,129.027904,104.25,52.5,137.386013,28,28,28,0,0,0,0,0,0,0,12320,16631.33333,17104,2236.495622,1675.4,577,2625.250331,1538.75,229.5,2710.590142,1638,2424,2564,422.565971,332.6,203,328.149813,259.75,111,317.866193,4599,5657,5762,542.95451,447.2,254,610.363171,418.25,235.5,515.331851,2006,1983.166667,1878.5,523.786757,510,526,227.359847,149.75,141,93.841622,0
6983,126305.3333,146640,78425.8787,39077,40502,22700.29704,17924.5,16809.5,6400.745399,0.66391,10518,13616.16667,13518,1960.537214,1858,782,2359.090185,1501.25,916,1789.167474,5609,5962.5,5756.5,1669.078398,1951.6,1631,926.827007,788.75,532,783.837728,104,98.5,95.5,19.501282,20,12,14.456832,13,8.5,14.719601,22612,25619.5,24732,5444.658695,5684.4,3851,4679.958258,3695.75,3332.5,2831.557331,8497,9867.166667,9817.5,1149.793967,1169.8,770,1092.879088,754.5,339.5,930.953812,1331,2956.333333,3120.5,849.123234,763.2,535,903.559738,739.75,493.5,703.482942,28,27.833333,28,0.408248,0.4,0,0.547723,0.25,0,0.5,21060,26078,25608.5,3810.457295,3842.2,1890,4129.043073,2506,1250,3229.502851,2167,2244.166667,2198,503.050859,419,482,245.328351,399.75,376.5,107.586787,9271,11543,11659,1415.41584,1501.2,612,1705.071758,1142.25,920,1182.060172,2788,2628.5,2503,741.899926,623.6,687,452.046237,239.5,214,229.245865,0
3555,90265.5,98088,64620.00487,34165.6,39763,11988.16409,16963.25,19578,11523.40258,0.722121,4923,6740.333333,6876.5,981.583754,728.2,421,1107.699282,868.75,409,1172.01774,3110,5499,5815,1311.996341,1293,1187,1084.509797,1267.25,1100,786.714423,156,159.333333,161,14.278188,12.2,10,4.711688,3.5,3.5,3.109126,16420,22087.16667,22827.5,3681.456962,3256.2,2029,3656.811617,2882.5,1311,3808.114625,3764,4678.5,4725,518.499277,438.8,244,601.351561,436.25,201.5,550.97512,437,669,708,115.554316,79,45,99.224493,68,26.5,94.428103,28,28,28,0,0,0,0,0,0,0,8294,11115.66667,11323,1570.033588,1250.6,643,1752.990103,1263.25,448,1865.770864,2136,2700.833333,2703,422.943692,376,253,388.12498,363,204.5,441.961537,2976,3798.5,3966,424.981764,359.8,246,448.009152,310.75,88,508.888576,1973,2234.833333,2027.5,573.639405,572,438,457.689305,274.25,272.5,222.586874,0
6094,147224,147243,108731.6342,55911.8,58897,10110.72278,11116,9775,5265.440722,0.711085,8570,11235.5,11445.5,1454.6756,1239.8,297,1792.482552,1048.5,426.5,1540.276707,3879,5552,5635,1181.263561,1688.2,1785,1013.452367,931.75,935,483.2683,132,146.833333,147,9.152413,8.2,6,4.438468,2.75,1,4.193249,17872,23566.83333,24375.5,3647.055383,3604.4,2455,3872.262427,3033.75,2168.5,3016.940655,6414,7778.333333,7895.5,764.493994,683,146,984.397024,601.25,407,722.142357,831,1092.5,1101,167.747131,137.2,89,168.21623,167.5,101,165.984939,28,28,28,0,0,0,0,0,0,0,13072,17254.66667,17604,2267.747135,1913.8,454,2833.559458,1745.5,884.5,2288.793641,2086,2915.333333,3112,471.79261,381.2,206,429.363715,324.5,136,465.372611,5654,6581.666667,6503,677.119979,708.8,160,891.183595,509.5,511,535.826153,2025,1897.666667,1889.5,626.040148,510,542,282.431408,212.75,166.5,196.838978,0
6810,159852,163760.5,118076.5902,59015,69174,18691.64101,17204.25,15727.5,17697.81098,0.701483,9708,13091.16667,13451.5,1805.140484,1383.6,457,2031.230735,1415.25,440.5,2213.837298,4127,5742.166667,5805.5,1134.127227,1640.2,1761,969.39966,800.5,750,438.191358,137,145.166667,145,9.641922,10.4,6,8.443933,12.25,14,5.678908,20588,27020,27921,4090.227329,3736.4,2205,4282.520204,3523.75,2243,3741.058974,7330,9111,9330.5,952.112598,756.8,294,1081.337921,644.5,88,1170.355359,731,1374.833333,1495,318.530637,194.2,50,325.490706,213.25,38,361.260179,28,28,28,0,0,0,0,0,0,0,16030,21348.16667,21913,2870.393452,2334.8,865,3301.618043,1878,192.5,3492.731023,2036,3052.666667,3249.5,564.661905,439.6,286,452.074441,419.25,282.5,320.087879,7080,8313.666667,8110,855.870707,809.2,706,1021.271609,657.75,381,831.970903,3198,2364.833333,2299,467.653041,412,297,325.687734,448.5,454.5,241.034576,0
7014,174997.1667,176753.5,129678.1951,66093.8,74416,14572.51019,14297,13190.5,12243.41981,0.731234,9592,12547.16667,13019,1568.045971,1216.6,454,1748.658858,1221.75,390.5,1852.714832,3862,5412.5,5123.5,1295.013938,1293.4,885,1348.786974,957,636.5,1001.589071,163,168.333333,165.5,10.405127,9.8,7,4.816638,6.5,8,4.50925,22419,28560.66667,28352,4766.998371,4480.6,2860,4407.783207,3093.5,877.5,4900.807042,7234,8986.833333,9224.5,952.46699,794.6,407,1092.564552,769.25,324,1042.631407,963,1276.833333,1325.5,167.259579,123,52,158.147083,138.5,81.5,144.186222,28,28,28,0,0,0,0,0,0,0,14916,19411.5,20028.5,2373.539193,1850.8,698,2700.18929,1653.5,294,2885.313674,1474,2299.333333,2512.5,454.989524,354.2,190,400.715236,363,295,346.060688,3654,4358.333333,4438,396.62913,379.8,211,492.653732,351,295,327.899375,1645,1653.666667,1538.5,598.906893,522,464,306.733598,314.25,284,108.950677,0
2032,61377,63898,46396.7468,24719.4,26772,9315.987725,14066.5,14313,8433.521388,0.73278,2773,4348.166667,4629,776.694899,480.2,147,717.106129,411,54,749.416662,1646,3020.833333,3132.5,777.415569,793,709,350.583086,322.5,310,249.330437,92,96,94.5,4.857983,4.2,4,3.34664,6,6.5,2.160247,7260,11030.66667,11625.5,1883.049725,1280.8,896,1772.397726,1135.5,491.5,1586.681758,2071,2895.5,3036.5,408.273805,262.8,104,384.240419,247.25,73.5,370.874979,399,1060.166667,1147,335.276851,179.8,44,284.18691,207.25,94,291.375331,27,27.166667,27,0.752773,0.8,1,0.83666,1.25,1,0.5,5489,8239.333333,8778.5,1357.344564,794,275,1362.595685,866.25,234,1390.575031,816,1083.833333,1105,177.677705,186.4,157,127.582522,166.75,168.5,64.241082,2223,3363.166667,3537,572.716131,305.4,88,498.506068,318.75,71,535.287073,949,1173.333333,1067,246.144402,255.4,199,237.025948,229.75,219.5,166.889934,0
3747,101038.5,104131,74769.34569,39505.8,44202,7658.623747,10677.25,13696.5,7113.846516,0.498006,7524,11238.83333,11967,1830.283739,1149,312,2007.081712,1284.25,294,2109.100341,3260,5393.333333,5701.5,1313.343469,1569.4,1577,880.538074,1131.25,982,559.298594,145,151.666667,150.5,6.439462,6.2,5,3.898718,4.5,3.5,2.380476,17613,25405.5,26569.5,4261.576551,3480.6,1474,4684.786527,3922.5,2150.5,4238.252667,6101,8289.833333,8645.5,1091.607149,755.4,182,1247.853878,715.75,87,1313.711631,656,1798.5,1966,578.21164,326,79,495.299404,329.75,93.5,534.142537,28,28,28,0,0,0,0,0,0,0,13269,19290.66667,20411,2997.127536,2037.4,719,3382.522402,2321,786.5,3353.081468,2546,3869,4106,670.326189,494,222,664.382044,498,142.5,741.101433,5352,7206.666667,7432.5,940.826374,708,263,991.222225,746,382,981.425494,2401,2605.833333,2381.5,688.66056,801.2,924,545.843109,353.25,411,141.257153,0
2077,49862.16667,55930.5,34703.85528,16344.2,15640,10474.6043,8995,10277.5,6076.519014,0.659574,3149,4566.333333,4821,697.362364,392.6,55,779.991218,484,65.5,852.082547,761,1267.5,1232.5,338.773523,306.4,294,220.804891,253,274.5,139.80701,121,133.333333,132.5,12.027746,16.2,12,7.52994,4.75,3.5,5.5,7752,10824.16667,11087.5,1878.428643,1640.6,647,1981.191889,1459.75,624,2046.823128,2534,3250.833333,3401,360.179631,239.4,60,403.431283,266,77.5,421.934434,193,534.833333,577.5,181.559265,108.8,36,140.036424,118.5,78.5,136.290132,28,27.5,27.5,0.547723,0.2,0,0.447214,0.5,0.5,0.57735,5647,7871.833333,8254,1119.55445,788.2,299,1277.929263,935.5,352,1216.596756,840,1183.333333,1234,177.787139,145,112,130.592879,104,71,106.517604,2497,3364.833333,3521,431.287568,296.2,90,487.745015,297.25,61,501.927867,1087,1016,976.5,390.663538,349.4,283,217.59205,131.75,119,103.300129,0
2598,53958.5,58328.5,37512.40531,18332.2,22911,10113.59341,8939.5,6832,9426.231679,0.66462,3909,5067.333333,5178,646.087817,536.4,226,724.595611,460.5,104,763.342431,2761,4063,4198,1754.678546,1992.4,2277,751.750823,796.5,638,799.538408,142,142.666667,144,9.521905,7.6,8,2.19089,3,3,1.154701,11385,15016,15824.5,3516.556611,3335.6,3593,2639.447063,2516.5,1926,2592.323861,3193,3767.833333,3800,366.316484,321.6,184,371.22675,267.75,74,426.46561,250,501.5,551,125.481074,95.6,46,124.3877,75.75,16.5,122.953582,28,28,28,0,0,0,0,0,0,0,6916,8630.166667,8680,1081.859402,998,541,1161.659804,677.25,86.5,1237.586462,1042,1331.833333,1398.5,208.390419,179.2,161,151.544383,158.25,120.5,109.436054,3067,3664.833333,3659,365.966893,357,183,426.837205,259,88,364.470392,1501,1326.333333,1291,542.472734,427,475,280.64123,168.25,198.5,77.723334,0
4678,112956.6667,110005,86385.3577,44005.8,46442,10114.66696,10673,9518.5,8154.299439,0.745023,6279,8451.333333,8736.5,1105.733542,807.2,331,1289.029945,816.25,245.5,1309.525709,2930,5245.5,5486.5,1326.841174,1477.6,1205,997.523333,1227.5,1224,541.196514,157,151.666667,155.5,12.192894,10.4,6,8.561542,8.25,6,7.455423,14455,19418.5,20396.5,2896.66075,2839.4,2277,3146.139746,2488.25,1983,2450.281259,4803,6050.166667,6182.5,644.930513,515.4,148,784.676876,459.75,170,693.489906,591,780.666667,831.5,106.362901,84,38,107.440681,86.25,44.5,115.0518,28,28,28,0,0,0,0,0,0,0,9764,13105.5,13516,1714.839555,1334.4,516,2008.234125,1247.75,299.5,1964.821854,1123,1612.166667,1748,301.145424,280.4,121,271.11031,234,143.5,289.361366,2968,3593.166667,3616.5,353.988371,330.8,169,400.440008,311,147.5,374.204044,1397,1453.166667,1394,431.119202,406.2,361,300.949664,257.75,271.5,101.335663,0
